,year,dma_desc,store address,city,state,zip,simulated_sales,#_of_workers_over_16,median_age,median_earnings,occupation_MBSA,occupation_Ser,occupation_sales_and_office,occupation_NrCM,occupation_PTMm,class_private_wage_and_salary,class_government_workers,class_self_employed,class_unpaid_family_workers,mean_travel_time_to_work,owner_occupied_houseing_units(percent),no_vehicle(percent),public_transportation,occupied_housing_units,housing_built_2014+,num_of_establishments,total population,sex_ratio,more_race_percent,White_race_percent,Black_AfricanAmerican_race_percent,AmericanIndian_Alaska_Native_race_percent,Asian_race_percent,NativeHawaiian_OtherPacificIslander_race_percent,others_race_percent,NotHispanic_Latino_percent
92,2017,Dallas-Ft. Worth,5608 Southwest Loop 820,Fort Worth,TX,76132,14316971.4,13501,38.2,40764,53.6,12.6,22.1,4.8,6.9,81.6,13.4,4.9,0,,36.6,1.1,130,12492,0.3,16,26405,86.4,3.5,68.7,19.9,0.3,6,0,1.6,82.8
93,2017,Columbus,3599 Park Mill Run Drive,Hilliard,OH,43026,14347484.48,34018,41.5,48985,50.9,13,24.2,3.6,8.2,81.9,14.6,3.4,0.1,23,77.5,0.9,117,22972,2.4,7,61659,99.5,1.8,86.5,6,0.1,5.2,0,0.4,95.9
94,2017,Greensboro-High Point-Winston Salem,6103 Landmark Center Blvd,Greensboro,NC,27407,12900314.84,24598,39.5,30689,33.8,19.2,23.7,7.3,15.9,84.6,10.5,4.7,0.1,20.9,49,2.1,330,19451,0.3,28,49684,92.1,2.9,45.6,35,0.9,9.1,0.1,6.5,85.7
95,2017,San Antonio,6840 Loop 410 NW,San Antonio,TX,78238,11504308.36,12167,39.2,27821,28.4,26.6,26.1,10.2,8.5,78,17.7,4.3,0,25.8,49.7,3.5,602,9262,0.3,17,25300,86.4,2.2,81.3,7.8,0.1,3.6,0.4,4.6,30.8
96,2017,Austin,5151A US Highway 290 West,Austin,TX,78735,13378560.28,9161,42.1,60579,63.1,8.7,19.4,5,3.8,79.3,11,9.5,0.2,22.7,61.8,0.8,0,7193,3.6,6,17919,95.8,1.7,86.5,2.9,0.2,7.9,0,0.9,81.2
97,2017,Houston,16960 Southwest Frwy,Sugar Land,TX,77479,11700825,41015,45.5,70465,65.1,7.1,21.7,2.6,3.6,84.7,9.8,5.5,0,32,86.8,0.5,981,27308,3,20,88603,94.7,2.8,47,6.9,0.1,42.2,0,1.2,91.3
98,2017,Dallas-Ft. Worth,2650 West Interstate 20,Grand Prairie,TX,75052,13196677.03,48384,41.8,40540,35.4,13.9,25.8,7.7,17.2,81,14,4.9,0.1,,77.5,1.2,192,29494,0.3,10,94133,97.1,3.2,52.3,28,0.3,10.5,0,5.6,63.4
99,2017,Houston,19411 Atrium Place,Houston,TX,77084,22521.8808,52091,40.3,36556,36.5,15.8,25.9,9.6,12.2,84,8.6,7.3,0.1,,65,1.5,854,33790,0.9,11,104582,101.5,3.5,57.6,16.1,0.4,10.5,0,11.9,57.1
100,2017,Norfolk-Portsmouth-Newport News,1517 Sams Circle,Chesapeake,VA,23320,15281420.71,29462,40.5,42291,42.5,12.5,24.1,9.2,8.6,70.3,25.2,4.1,0.4,,64.8,1.9,166,22085,1.8,21,54794,90.9,3.4,58.7,30.8,0.2,5,0,1.9,93.5
101,2017,St. Louis,665 Gravois Bluffs Blvd,Fenton,MO,63026,10329866.2,22174,44.3,43536,41.9,16.1,27.1,8.2,6.8,89.1,6.9,4,0,,85.2,0.7,77,16780,0.4,12,44534,99.2,1.7,94.8,1.1,0.1,2,0.1,0.2,97.7
102,2017,Little Rock-Pine Bluff,11801 Chenal Parkway,Little Rock,AR,72211,13060681.52,12282,39,41219,58,9.8,24.7,2.8,4.6,75,21.9,3,0.1,,62.6,3.5,36,9580,0.4,18,22331,80.2,3.2,65.6,22.4,0.1,6.9,0,1.7,95.3
103,2017,Charlotte,7965 Lyles Lane NW,Concord,NC,28027,10257978.57,31557,42.4,38166,40.9,15.1,25.2,8.4,10.2,83.8,12.8,3.3,0.1,,73.3,0.9,259,22089,3.1,25,61581,91.3,2,70.7,17,0.3,4.9,0,5,89.3
104,2017,Houston,12605 Gessner Road,Houston,TX,77064,13912284.28,25290,40.9,38533,36.1,17.3,23.7,7.3,15.6,84.8,8.3,6.8,0.1,29.9,62.7,1.5,324,16300,0.9,,49578,103,3.4,59.8,12.9,0.4,16.7,0.1,6.8,60.2
105,2017,Cincinnati,11925 Commons Drive,Springdale,OH,45246,8138445.034,6470,43.9,33349,35,20.3,24.2,4.8,15.7,85.5,9.8,4.4,0.2,20.2,57.7,3.9,161,6072,0.4,16,14493,79.7,2.2,61.5,29.2,0,3.7,0,3.3,83.7
106,2017,Detroit,45160 UTICA PARK BOULEVARD,UTICA,MI,48315,11320081.71,11935,47.8,43134,43.5,12.4,27,5.6,11.4,88.8,6.8,4.4,0,,92.8,0.9,19,10565,0.4,11,26960,88.2,1.6,91.4,2.8,0,4.1,0,0.1,98.7
107,2017,Detroit,5901 Mercury Drive,Dearborn,MI,48126,7637134.412,13713,39.6,21418,27.7,17.8,25.8,7.3,21.4,87.9,7.8,4.2,0,18.6,63.7,4.2,85,12703,0.3,9,47908,96.7,4,91.2,2.5,0.2,1.9,0,0.3,98.1
108,2017,Indianapolis,4641 Lafayette Road,Indianapolis,IN,46254,6814715.787,19847,36.4,30744,30.4,17.6,28.2,7.7,16.1,84.7,11,3.8,0.4,,46.9,2.1,440,15067,0,6,40259,79.1,4.7,25.9,54.2,0.1,2.9,0,12.2,81.9
109,2017,Pittsburgh,2000 Casteel Drive,Coraopolis,PA,15108,12880339.28,22499,44.3,42455,46.3,13.8,25.1,7.3,7.4,88.4,7,4.6,0,,76.7,2,679,17175,0.7,4,42278,97.6,3.2,86.9,5.6,0.1,3.7,0,0.5,97.9
110,2017,Omaha,12990 West Center Road,Omaha,NE,68144,15162493.07,12991,40.2,38856,43.2,14.1,28.2,7.2,7.2,85,11.4,3.5,0,,71.2,2.2,163,10144,0.4,11,23913,96.1,1.7,92.4,2.9,0.5,1.7,0,0.8,95.1
111,2017,Birmingham (Anniston & Tuscaloosa),5401 Beacon Drive,Irondale,AL,35210,4023576.258,6432,42.4,33789,41.5,15,21.4,11.8,10.4,84.2,13.4,2.4,0,,71.9,2.9,8,5867,1.9,7,13569,79.7,1.2,55.2,33.9,0.1,0.8,0,8.8,91.2
112,2017,Atlanta,7400 Douglas Boulevard,Douglasville,GA,30135,9066496.324,30961,43.3,37587,38,16.1,24.9,7.7,13.2,80.4,15,4.6,0,,76.9,1.4,337,21511,0.2,13,65106,89.7,2.2,51.6,42.8,0,1.3,0,2,91.9
113,2017,Chicago,1325 N Meacham Rd,Schaumburg,IL,60173,7570301.835,7771,36.4,53731,57.2,10.7,22.3,3.5,6.2,92.5,4.5,3,0,,36.4,2.1,534,5774,0,24,12490,98.2,3.7,46.7,3.8,0.3,40.9,0.1,4.4,91.9
114,2017,Richmond-Petersburg,11500 Midlothian Turnpike,Richmond,VA,23235,11692422.26,16605,45.5,41552,47.6,13,23.2,8,8.1,78.7,16.1,5.2,0,23.5,68,1.6,66,12943,1.4,19,31936,85.4,3.1,70.4,19.8,0.2,2.9,0.1,3.6,92.6
115,2017,Chicago,956 Route 59,AURORA,IL,60504,7327654.014,19317,40.5,45765,43,14.1,27.8,5.1,10,89.1,8,2.8,0,33.5,65.8,0.5,1217,13171,0.3,11,37867,92.5,3.3,64.2,12.3,0.1,15.6,0,4.5,81.9
116,2017,Cincinnati,4874 Houston Road,Florence,KY,41042,9118645.842,25936,42.4,35970,36.2,14.5,28,7.2,13.9,86.7,9.8,3.4,0.1,21.5,68.2,1.7,273,20394,0.5,27,51545,95,1.7,90,3.9,0.1,2.3,0,1.9,94
117,2017,Houston,9450 FM 1960 Bypass Road West,Humble,TX,77338,11632721.5,18792,38.8,32072,22.9,21.9,30.7,10.5,14.1,82.3,13.8,3.8,0.2,,59.1,2.7,251,13714,4.4,23,40335,94.7,2.1,45.7,37.6,0.1,3,0.6,10.9,60.4
118,2017,Richmond-Petersburg,401 International Centre Drive,Sandston,VA,23150,7331485.254,5772,46.2,36016,30.1,15.1,29.9,11.6,13.3,80.9,17,2.1,0,26.8,74.7,1.3,38,4921,1.1,,11961,89.8,2.3,71,24.7,1.3,0.5,0,0.3,98.2
119,2017,Orlando-Daytona Beach-Melbourne,11100 East Colonial Drive,Orlando,FL,32817,9504668.426,17916,35.6,30111,41.1,18.3,26.2,7.3,7.1,81.3,13.9,4.7,0.1,,54.3,1.1,239,11833,1.7,3,36033,110.8,3.7,72.5,9.4,0,7.9,0,6.5,70.3
120,2017,Indianapolis,301 Noble Creek Drive,Noblesville,IN,46060,10809045.52,21073,38.6,38788,39.5,15.8,28.6,7.7,8.4,87.3,8.6,3.9,0.2,,70.3,0.6,6,14366,2.1,16,39986,97.1,2.9,89.2,4.4,0.1,2.6,0,0.8,94.6
121,2017,Indianapolis,7667 S. Shelby St.,Indianapolis,IN,46227,7243312.68,26683,38,28785,28,18.6,27.8,8.1,17.5,89.3,7.7,2.9,0.1,23.5,49.1,3.6,321,22706,0,16,57023,94.5,2.4,76.7,7.6,0.2,12.4,0,0.7,92.8
122,2017,Tyler-Longview (Lufkin & Nacogdoche,3900 Troup Hwy,Tyler,TX,75706,8994829.883,4396,40.3,25110,18,23.5,19.4,12.6,26.5,82.5,11.5,6,0,,63.8,1.3,0,2879,1,,9793,107.4,0.4,70.5,23.5,0,0.4,0,5.1,71.3
123,2017,Phoenix (Prescott),1944 S. Greenfield Road,Mesa,AZ,85206,11636255.12,14212,39,33156,33.6,18,29.3,10.6,8.5,86.6,7.3,6.2,0,,55.9,2.1,326,15219,0.2,13,36379,94.5,2,88.3,5.6,1,1.4,0.1,1.5,83.1
124,2017,Raleigh-Durham (Fayetteville),4700 Green Road,Raleigh,NC,27604,14504076.01,25168,39.3,32040,38.6,18.1,22.9,11.4,8.9,81.7,13.2,5,0.2,24.2,58,3.2,257,18198,1.5,15,46908,99.6,3,53.5,31.1,0.2,4.6,0.1,7.5,81.3
125,2017,Houston,16778 I-45 South,Conroe,TX,77384,17538894.28,8068,42.1,55532,46.7,10.2,26.8,9,7.4,82.5,9.4,8.1,0,30.9,60.3,1.4,85,6560,8.5,3,16472,91.3,2,85.5,4,0,6.8,0,1.6,88.1
126,2017,Lubbock,4304 West Loop 289,lubbock,TX,79407,11050032.86,11576,35.4,27894,34.9,21,22,12.3,9.8,80.8,15,4.2,0.1,16.2,51.8,1.5,57,8690,2,10,21028,91.9,2.1,84.1,6.1,0.9,2.9,0,3.8,71.4
127,2017,Charleston,6185 Rivers Ave,North Charleston,SC,29406,10861802.47,15751,35.2,25805,20.7,24.7,22.3,16.7,14.1,79.9,16.3,3.5,0.3,23.5,35.1,5.7,431,12392,1,20,32868,95.1,2.9,47.6,45.8,0.2,1,0,2.6,81.6
128,2017,Knoxville,11221 Outlet Drive,Knoxville,TN,37932,7531595.299,8701,44.2,42327,51.9,11.5,22.2,7.1,7.2,78,14.4,7.3,0.3,,77,0.9,16,6566,3.1,7,17275,96.2,1.1,92.1,3,0.2,2.7,0,1,97.3
129,2017,San Antonio,642 South Walnut Ave,New Braunfels,TX,78130,8865604.629,33690,40.6,35073,32.5,17.3,28.2,9.2,12.7,81,11.9,6.7,0.4,23.9,65.3,1.1,43,24974,4.3,19,70055,93.3,2.6,90,2,0.2,1.3,0,3.8,63.4
130,2017,Columbus,6060 East Main Street,Columbus,OH,43213,7792399.224,15152,37,26917,24,21,27.8,5.4,21.8,85.6,11.3,3.1,0,,33.8,7.5,783,14334,0.6,8,33337,90.4,5.4,45.8,42.5,0,1.1,0,5.1,87.9
131,2017,Dallas-Ft. Worth,8651 Airport Frwy,N Richland Hills,TX,76180,9541903.64,18253,38,32475,33.9,20.3,26.8,8.2,10.8,83.3,10.5,6.2,0,26.1,48.5,1,39,14503,0.8,14,36385,95.3,2.3,79.2,7.6,0.9,4.6,1.4,3.9,80.2
132,2017,Chattanooga,482 McBrien Rd,East Ridge,TN,37412,8201875.219,10686,40.8,28512,27.6,17.2,26.3,9.4,19.4,83.1,10.6,6.2,0.1,17.3,54.3,1.9,0,8817,0.1,7,21185,100.3,2.6,79.5,13.5,0.1,1.4,0,2.9,87
133,2017,Hattiesburg-Laurel,1000 Turtle Creek Drive,Hattiesburg,MS,39402,5562508.061,19610,39.1,33127,43.6,13.7,26.5,5.8,9.4,69.4,25.6,4.9,0.1,20.9,62.7,0.7,0,15379,1.2,19,40923,87.4,1.4,72,23.3,0.2,1.9,0,1.1,96.8
134,2017,Biloxi-Gulfport,15065 Creosote Road,Gulfport,MS,39503,6141457.164,23604,39.3,31020,27.9,20.7,26.8,12.6,10.8,73.6,21.7,4.6,0.1,,64.3,1.6,31,19685,2.4,10,53949,86.9,2.1,68.2,26.6,0.5,1.7,0,0.8,94.7
135,2017,Denver,1660 WEST MIDWAY BLVD,BROOMFIELD,CO,80020,9249281.525,27081,42.4,48157,49,12.3,23,7.1,8.5,79.4,14.8,5.8,0.1,27.8,72.3,1,1000,19448,1.1,9,49962,100.2,3.2,88.2,1,0.3,5.6,0,1.6,88
136,2017,Colorado Springs-Pueblo,335 N ACADEMY BLVD,COLORADO SPRINGS,CO,80909,6999498.534,17168,36.7,26885,27.6,25.4,27,10.1,8.8,83.6,12.3,3.9,0.3,20.9,48.7,3.8,369,16129,0,12,38731,99.4,7.7,73.2,7.8,1.5,1.5,0.1,8.2,76.7
137,2017,Grand Rapids-Kalamazoo-Battle Creek,4620 STADIUM DRIVE,KALAMAZOO,MI,49008,7363892.326,8618,35.7,28504,45.8,17,22,5.3,10,80.6,13.3,5.8,0.2,19,58,3.1,94,6695,0.2,,16597,96.7,5.1,81.4,8.5,0.2,3.5,0,1.2,96.3
138,2017,Orlando-Daytona Beach-Melbourne,3003 West Vine,Kissimmee,FL,34741,8549552.72,21848,37.3,23329,15.9,32.1,28.5,11.3,12.1,91.5,5.3,3.2,0.1,29.8,27.5,5.6,715,15402,2.4,15,45936,104.4,5.1,72.7,9.8,0,3.3,0,9,35.2
139,2017,San Antonio,7613 N Loop 1604 E,LIVE OAK,TX,78233,13597489.95,23663,40.5,31978,29.8,18.2,32.6,9.3,9.8,80.8,13.7,5.5,0,23.4,61.4,2.1,288,16942,1.4,5,47700,97.6,3.4,78.8,10.1,0.2,2.7,0,4.9,55
140,2017,Corpus Christi,4949 Greenwood Dr,Corpus Christi,TX,78416,8525127.948,5869,38.9,23742,10.1,34.8,19.9,22,13.1,76.7,14,9.4,0,,58.2,3.6,121,5093,0,,15493,86.8,1.6,87.4,6.6,0.4,0,0,4,9.8
141,2017,Grand Rapids-Kalamazoo-Battle Creek,334 Chicago Dr,Georgetown Township,MI,49428,8103070.489,13328,41.4,37250,35.4,14.6,23.3,8.3,18.4,86.9,9.2,3.9,0,,90.7,1.1,19,10002,0.3,,27651,95.7,2.5,94.7,0.7,0.4,1.3,0,0.3,97.5
142,2017,Louisville,11501 Blue Grass Pkwy,Jeffersontown,KY,40299,16466476.01,20935,43.8,42478,42.2,12.8,25.7,4.5,14.9,86,10.1,3.6,0.4,23.6,80.1,0.9,167,15733,1.8,14,40335,100.1,3.5,83.1,9.2,0.2,2.1,0,1.8,95.8
143,2017,Raleigh-Durham (Fayetteville),4215 University Dr. Suite A2,Durham,NC,27707,8489351.514,25733,38.2,35039,47.4,18.9,17.3,9.1,6.7,78.3,17.7,4,0.1,21.5,45.6,4.2,957,20444,0.8,15,51022,92.2,4.3,47.9,39,0.3,4.1,0.1,4.2,84.4
144,2017,Phoenix (Prescott),10140 N. 91St,Peoria,AZ,85345,8960467.604,25066,41.6,31959,26.9,21.7,28.4,11,11.9,85.9,10,4,0,26.9,65.2,2.5,262,19785,0.6,5,56473,96.4,3.7,80.3,4.5,0.7,3,0.3,7.5,64.3
145,2017,Austin,19000 Limestone Commercial Drive,Pflugerville,TX,78660,12307343.18,45690,40.4,42667,44.1,15.7,24.8,7.2,8,75.5,19.2,5.3,0,,77.7,1,196,28469,4.6,9,85450,95.1,4.1,65.5,15.8,0.6,9.4,0.1,4.6,68
146,2017,Detroit,3100 Washtenaw,YPSILANTI,MI,48197,6160282.255,34761,34,30755,39.9,22.3,22.2,4.5,11.2,80.4,16.1,3.5,0,,54.7,5.1,1354,25435,0.6,5,67775,93.6,6.3,61.7,24.6,0.3,5.8,0.1,1.2,94.2
147,2017,Phoenix (Prescott),12025 N 32nd St,PHOENIX,AZ,85028,10082286.21,10000,48.1,52131,51.7,14.1,24.7,3.8,5.8,82.9,10,7,0.1,21.3,81.3,0.8,70,8057,0,6,19563,86.8,3.8,92,1.6,0.4,1.8,0,0.5,88.9
148,2017,Springfield,3700 S. Campbell Ave,SPRINGFIELD,MO,65807,11813809.96,28514,33.9,26193,33.6,19.9,29.1,6.3,11,84.6,11.3,4,0.1,,45.5,1.6,242,24698,0.3,11,58008,90.7,4.1,87.7,3.9,0.4,2.9,0.1,0.9,95.2
149,2017,Austin,4801 183A Toll Road,Cedar Park,TX,78613,14719949.08,38962,41.5,51220,51.3,12.5,25.8,4.6,5.7,80,14,5.8,0.2,,74.5,1.2,404,25202,3.4,20,77779,97,4.3,81.4,3.2,0.4,8.3,0.1,2.3,81.4
150,2017,Jacksonville,1919 Wells Rd,Orange Park,FL,32073,12275098.7,18998,42,31730,31.4,17.8,27.5,11,11,81.5,15.7,2.8,0,,63,0.8,2,15042,0.9,15,40139,91.7,4.9,71.3,16.2,0,4.3,0.1,3.2,88.1
151,2018,Memphis,5280 Summer Ave,Memphis,TN,38122,12057555.61,10608,40.6,26225,24.2,24,20.4,16.7,14.1,82.5,9.7,7.4,0.4,21.2,52.3,1.8,109,9094,0,10,24695,98.8,1.9,58.5,21,0,2.5,0.1,16,70.9
152,2018,Atlanta,1605 Buford Highway,BUFORD,GA,30518,10483734.02,25424,42.7,40669,40.9,14.1,21.7,10.9,12.4,83.8,8.6,7.4,0.3,33.3,75.8,2.6,127,16911,3.3,8,52688,96.7,2.9,70.8,13.3,0.3,8,0,4.8,79.9
153,2018,Toledo,2244 S Reynolds Rd,TOLEDO,OH,43614,7374509.395,15163,40.1,35266,36.3,20.3,21.3,7.3,14.8,82.3,15.3,2.3,0.1,19.9,62.8,2,182,14420,0.1,3,31607,84.6,3.9,75.7,16.7,0.1,2.5,0,1.1,94.2
154,2018,Phoenix (Prescott),5000 S. Arizona Mills Circle,TEMPE,AZ,85282,6160844.995,30180,33.3,32796,39.3,19.6,27.1,4.5,9.5,82.7,13.3,3.9,0.1,20.4,38.2,3.4,1510,22334,1,5,54649,116.6,4.2,70.8,6.7,2.3,4.2,0.4,11.5,76.4
155,2018,Memphis,7697 Winchester Road,Memphis,TN,38125,7480151.395,20927,42.9,38088,33.6,15.1,23.9,6.2,21.2,77.3,17.9,4.7,0,,67.2,0.7,0,13934,1.3,5,37519,92.1,1.3,16.5,74.1,0,4.2,0.3,3.6,93.2
156,2018,Harlingen-Weslaco-Brownsville-McAll,1600 West Kelly,Pharr,TX,78577,9855212.486,28769,39.4,24521,22.1,22.4,25.9,16.6,13,74.8,14.1,11,0,21.1,65.5,1.2,94,21609,2.6,15,77835,87.4,0.8,92.9,0.1,0.2,0.4,0,5.7,5.9
157,2018,Birmingham (Anniston & Tuscaloosa),5501 Grove Blvd,Hoover,AL,35226,9004223.693,18323,42.8,51821,59.4,9.7,22.6,3,5.4,82.4,13.3,4.2,0,,80.1,0.6,37,13344,1.8,,35542,98.1,1.9,82,10.8,0.1,4.5,0,0.7,97.5
158,2018,St. Louis,20 O'Fallon Square,O'Fallon,MO,63366,8897396.832,26376,42.6,41471,35.5,15.3,25.8,9.4,13.8,87.4,8.8,3.9,0,,84.5,0.9,33,18429,2.5,16,49621,101.8,2.2,91.5,4.1,0.1,1.7,0,0.5,97.5
159,2018,Nashville,209 South Royal Oaks Blvd,Franklin,TN,37064,11807763.38,28514,44.9,48387,51.1,13.2,23.5,5.1,7.1,81,10.2,8.4,0.4,,81.2,1.3,154,20633,6.8,14,56641,90.4,1.7,89.5,6.9,0,1.4,0,0.5,92.4
160,2018,Erie,2080 Interchange Road,ERIE,PA,16565,5261034.355,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,
161,2018,Des Moines-Ames,10331 University Ave,Clive,IA,50325,10421010.22,8777,44.2,56754,55,12.4,21.3,4.1,7.2,87.2,8.4,4.4,0,,85.1,1.1,46,6539,1.8,9,17007,98.1,2.2,87.3,2.1,0.3,5.6,0,2.4,94.1
162,2018,Dallas-Ft. Worth,2727 Towne Center Dr,Mesquite,TX,75150,12320284.84,29654,39.8,31922,26.2,17.3,26.5,15.5,14.5,83.1,11.3,5.4,0.1,,49,2.2,328,21248,1.2,18,62452,91.8,3.6,65.4,22.9,0.8,3.3,0.1,3.9,56.8
163,2018,Kansas City,601 N State Highway 291,Lees Summit,MO,64086,8004158.179,12120,43,49709,49.3,10.1,24.3,5.9,10.3,85.6,10.6,3.8,0,24.4,84.3,0.6,87,8658,0.8,6,23177,97.8,3,86.3,7.6,0.3,1.9,0,0.9,96.2
164,2018,Dallas-Ft. Worth,2201 Porter Creek Drive,Fort Worth,TX,76177,13436064.39,5330,37.3,53665,50.7,10.3,16.3,13,9.5,83.5,14.1,2.5,0,,65,2.6,0,3618,14.3,12,9361,105.4,7.3,77.3,9.6,1,2.6,0,2.1,88.2
165,2018,Jackson,6360 Ridgewood Court Dr,Jackson,MS,39211,7690360.968,13157,38.3,40828,49.7,14.6,22.3,4.4,8.9,74,19.5,6.2,0.3,,61.1,1,24,9917,0.4,7,24628,86.7,0.7,50,46.7,0.1,1.3,0.2,1.1,97.4
166,2018,Nashville,3710 Annex Avenue,Nashville,TN,37209,10850819.57,21206,33.5,35486,48,15.1,21.2,5.2,10.6,82.5,10,7.4,0.1,21,46.3,3.3,509,15576,6.6,8,38794,91.3,4.2,62.7,25.3,0.2,5.3,0.2,2.2,92.6
167,2018,Kansas City,2000 E Santa Fe,Olathe,KS,66062,10096915.16,43028,41.8,46552,50.1,13.3,23.4,4.8,8.5,84.7,11.4,3.8,0.1,,78.8,0.7,112,27970,2.9,13,80489,97.6,2.8,86.7,5,0.2,4.9,0,0.4,92.8
168,2018,Albuquerque-Santa Fe,11150 Lomas Boulevard,Albuquerque,NM,87112,7607685.269,19654,41.7,32108,41.5,18.3,24,7.6,8.3,73.9,19.8,6.1,0.1,20.1,61,1.7,311,18063,0,6,42041,96.3,4.1,74.8,4.4,5.9,2.7,0,8.1,68.1
169,2018,Cleveland-Akron (Canton),5223 Cobblestone Rd,Elyria,OH,44035,12120195.95,29395,43.7,31083,26,21.7,21.4,9.6,21.2,86.1,10.3,3.3,0.2,22.3,65.9,3,184,26864,0.7,11,63318,94.5,5.4,79.3,13.5,0.2,0.9,0,0.6,94.6
170,2018,Huntsville-Decatur (Florence),1401 Memorial Parkway NW,Huntsville,AL,35816,8002360.109,6793,29.2,17450,23.4,30.9,27.3,3.8,14.6,89.5,7.8,1.8,0.9,15.5,20.2,7.3,32,6517,0.1,11,13923,89.8,2.6,26.8,64,0.2,3.4,0,2.9,93.2
171,2018,Macon,2063 Watson Blvd,Warner Robbins,GA,31093,7041601.066,12184,39.8,29153,27.8,21.4,22.4,10.9,17.2,72.5,24.2,3.2,0.1,21.7,52,4.4,9,11036,0.1,15,28140,91.2,1.6,49.1,45.3,0.4,3,0,0.6,92.3
172,2018,Atlanta,2420 Wisteria Dr SW,Snellville,GA,30078,8491346.453,17102,43.8,36309,40.8,12.2,27.1,8.4,11.4,83.5,11,5.3,0.2,,75.4,0.5,104,11156,1.1,16,35824,89.8,2.2,49.5,33.5,0.5,7.7,0,6.6,86
173,2018,Oklahoma City,701 S MacArthur,Oklahoma City,OK,73128,16082901.23,2500,39,48333,32.6,12.4,27.5,12.3,15.2,76.5,19.1,4.4,0,25.4,68.4,0.8,0,1551,8,6,4757,124.2,5.7,78.3,0,1.2,13.5,0,1.2,87.3
174,2018,El Paso,1120 McRae Boulevard,El Paso,TX,79925,10127588.59,18591,41.2,29212,33.1,19.2,27.2,6.8,10.7,69.6,25.3,5.1,0,,55.2,2,351,14669,0.3,14,39711,92.8,2.2,88.4,2.5,0.3,0.6,0.3,5.7,21.9
175,2018,Pittsburgh,3000 McIntyre Square Dr,PITTSBURGH,PA,15237,8187454.181,21368,45,54760,57.8,10.5,22.3,3.7,5.6,87.5,8.1,4.4,0,,82.7,1.1,741,18165,0.6,26,42227,93.2,1.4,90,2.9,0,5.4,0,0.3,98.1
176,2018,Salt Lake City,1134 W. Riverdale Road,RIVERDALE,UT,84405,8452174.954,15432,38.6,34710,36.9,13.6,26.1,8.8,14.5,77.1,19.1,3.8,0,22.2,76.9,2.9,230,11139,1.9,18,32271,89.8,3,91.4,1.1,0,1.2,0.1,3.2,89.2
177,2018,Wichita-Hutchinson Plus,301 S. Towne East Mall Dr.,WICHITA,KS,67207,7620056.381,14823,35,30912,29.4,19,24.3,7.3,19.3,83,12.2,4.8,0,18.1,50.9,2.4,65,11283,0.9,7,28313,98.2,6.6,58.2,16.9,0.9,14.6,0,2.8,87.2
178,2018,Milwaukee,3201 North Mayfair Road,WAUWATOSA,WI,53222,7221397.291,14157,39.8,40719,40.3,14.9,25.4,5.1,14.2,81.4,15.3,3.1,0.2,21.3,71.2,2.2,572,11264,0,10,26509,95,5.1,63.3,27.4,0.8,2.6,0,0.8,95.5
179,2018,Denver,1840 Greeley Mall,GREELEY,CO,80631,5441250.341,23520,34.3,26702,20.2,22.9,21.2,15.1,20.5,83.2,11,5.5,0.3,22.3,51.1,3.1,255,17458,1.7,10,55857,98.1,2.9,86.5,3.4,1.1,1.1,0.1,4.9,50.4
180,2018,New Orleans,1000 W. Esplanade Blvd,KENNER,LA,70065,9388116.374,25021,43.2,37048,34.9,17.4,24.5,12.9,10.3,84.4,9.2,6.3,0.1,24.8,65.6,1.8,100,19359,0.1,6,51377,99.7,2.3,68.9,18,0.3,5.7,0,4.8,74.1
181,2018,Washington DC,8300 Sudley Rd.,Manassas,VA,20109,6136405.142,22079,36.2,38316,34.2,19.8,22.1,15.6,8.1,82.7,12.4,4.9,0,35.8,45.8,2.5,564,13206,2.1,15,40717,98.3,6.3,56.8,17,0.7,8.9,0,10.2,61.6
182,2018,Salt Lake City,1165 S. University Ave,Provo,UT,84601,6304403.246,17468,29.8,23313,31.5,18.1,24.1,11.1,15.2,87.7,8.5,3.6,0.2,19.3,43.4,1.7,433,10727,1.5,5,34312,105.5,3.6,86.4,1.4,1.1,1.3,2,4.2,70.5
183,2018,Kansas City,600 NE Barry Road,Kansas City,MO,64155,8072073.23,12301,40.9,46170,43.4,12.4,25.5,6.6,12,81.8,15.2,2.9,0.1,24.3,79.7,1.2,90,8360,2.5,4,22917,96.6,3.2,86.3,6.4,0.7,1.8,0.1,1.4,92.7
184,2018,Charlotte,11415 Carolina Place Parkway,Pineville,NC,28134,16815665.38,5296,39.5,39543,42.3,14.5,26.4,5,11.8,87.6,7.9,4.6,0,,57.9,2.8,158,4356,3.4,24,11049,84.1,2.2,61.7,29,0.2,5.6,0,1.3,87.8
185,2018,Phoenix (Prescott),1801 E State Route 69,PRESCOTT,AZ,86301,6935729.198,7750,44.8,27035,34.6,25.5,22.8,9.1,7.9,74.4,18,7.6,0,18,56.1,2.3,38,9843,3.2,8,22919,94.2,3.2,89.5,0.3,1.2,1.9,0.1,3.8,88.2
186,2018,Minneapolis-St. Paul,14230 BURNHAVEN DRIVE,BURNSVILLE,MN,55306,9850205.952,8788,43.1,41099,40.1,19.1,22.9,5.9,12.1,86.8,8.8,4.1,0.3,23.5,67.8,1.3,226,6279,0.5,8,16125,92.7,3.8,71.2,12.3,0.1,5.4,0,7.3,86.4
